"zipcode","cases","population","rate"
"94022","57","19378","294"
"94024","47","23961","196"
"94040","137","35845","382"
"94041","63","14394","438"
"94043","100","31488","318"
"94085","170","23612","720"
"94086","201","49630","405"
"94087","152","57219","266"
"94089","108","22313","484"
"94301","63","17191","366"
"94304","24","3902","615"
"94305","14","15730","89"
"94306","71","27549","258"
"95002","27","2146","1258"
"95008","245","46513","527"
"95013","0","77","0"
"95014","87","62430","139"
"95020","872","63852","1366"
"95030","43","13288","324"
"95032","76","26281","289"
"95035","363","77562","468"
"95037","389","51652","753"
"95046","63","6025","1046"
"95050","240","39452","608"
"95051","257","58123","442"
"95053","0","3678","0"
"95054","186","24264","767"
"95070","62","31308","198"
"95110","319","20203","1579"
"95111","925","62392","1483"
"95112","637","61060","1043"
"95113","42","1939","2166"
"95116","976","56481","1728"
"95117","322","29592","1088"
"95118","186","32560","571"
"95119","42","10472","401"
"95120","129","37774","342"
"95121","285","38102","748"
"95122","1053","57780","1822"
"95123","489","67186","728"
"95124","184","51170","360"
"95125","328","53574","612"
"95126","328","35988","911"
"95127","938","65686","1428"
"95128","259","37665","688"
"95129","100","39828","251"
"95130","60","14863","404"
"95131","158","31170","507"
"95132","179","41844","428"
"95133","232","28726","808"
"95134","111","27224","408"
"95135","51","22358","228"
"95136","427","47599","897"
"95138","124","20766","597"
"95139","36","7293","494"
"95140",,"115","0"
"95148","403","48854","825"
