"zipcode","cases","population","rate"
"94022","374","19378","1930"
"94024","422","23961","1761"
"94040","1241","35845","3462"
"94041","542","14394","3765"
"94043","912","31488","2896"
"94085","1098","23612","4650"
"94086","1710","49630","3445"
"94087","1216","57219","2125"
"94089","941","22313","4217"
"94301","412","17191","2397"
"94304","113","3902","2896"
"94305","138","15730","877"
"94306","547","27549","1986"
"95002","176","2146","8201"
"95008","1816","46513","3904"
"95013","0","77","0"
"95014","781","62430","1251"
"95020","6864","63852","10750"
"95030","343","13288","2581"
"95032","711","26281","2705"
"95035","3237","77562","4173"
"95037","3203","51652","6201"
"95046","582","6025","9660"
"95050","1874","39452","4750"
"95051","1888","58123","3248"
"95053","0","3678","0"
"95054","989","24264","4076"
"95070","555","31308","1773"
"95110","2080","20203","10296"
"95111","6444","62392","10328"
"95112","4417","61060","7234"
"95113","247","1939","12739"
"95116","6359","56481","11259"
"95117","2172","29592","7340"
"95118","1506","32560","4625"
"95119","539","10472","5147"
"95120","802","37774","2123"
"95121","3135","38102","8228"
"95122","7646","57780","13233"
"95123","4198","67186","6248"
"95124","1575","51170","3078"
"95125","2717","53574","5071"
"95126","2168","35988","6024"
"95127","6775","65686","10314"
"95128","2338","37665","6207"
"95129","949","39828","2383"
"95130","465","14863","3129"
"95131","1350","31170","4331"
"95132","1825","41844","4361"
"95133","1966","28726","6844"
"95134","795","27224","2920"
"95135","577","22358","2581"
"95136","2898","47599","6088"
"95138","924","20766","4450"
"95139","310","7293","4251"
"95140","0","115","0"
"95148","3046","48854","6235"
