"zipcode","cases","population","rate"
"94022","100","19378","516"
"94024","87","23961","363"
"94040","318","35845","887"
"94041","144","14394","1000"
"94043","220","31488","699"
"94085","301","23612","1275"
"94086","396","49630","798"
"94087","247","57219","432"
"94089","193","22313","865"
"94301","123","17191","715"
"94304","30","3902","769"
"94305","27","15730","172"
"94306","133","27549","483"
"95002","38","2146","1771"
"95008","455","46513","978"
"95013","0","77","0"
"95014","155","62430","248"
"95020","1770","63852","2772"
"95030","66","13288","497"
"95032","164","26281","624"
"95035","695","77562","896"
"95037","721","51652","1396"
"95046","137","6025","2274"
"95050","509","39452","1290"
"95051","434","58123","747"
"95053","0","3678","0"
"95054","279","24264","1150"
"95070","149","31308","476"
"95110","599","20203","2965"
"95111","1720","62392","2757"
"95112","1116","61060","1828"
"95113","63","1939","3249"
"95116","1696","56481","3003"
"95117","596","29592","2014"
"95118","375","32560","1152"
"95119","76","10472","726"
"95120","225","37774","596"
"95121","561","38102","1472"
"95122","1966","57780","3403"
"95123","930","67186","1384"
"95124","350","51170","684"
"95125","647","53574","1208"
"95126","603","35988","1676"
"95127","1701","65686","2590"
"95128","469","37665","1245"
"95129","176","39828","442"
"95130","102","14863","686"
"95131","287","31170","921"
"95132","383","41844","915"
"95133","448","28726","1560"
"95134","191","27224","702"
"95135","97","22358","434"
"95136","738","47599","1550"
"95138","208","20766","1002"
"95139","62","7293","850"
"95140","0","115","0"
"95148","645","48854","1320"
