"zipcode","cases","population","rate"
"94022","591","19378","3050"
"94024","623","23961","2600"
"94040","1661","35845","4634"
"94041","735","14394","5106"
"94043","1377","31488","4373"
"94085","1456","23612","6166"
"94086","2428","49630","4892"
"94087","1883","57219","3291"
"94089","1320","22313","5916"
"94301","583","17191","3391"
"94304","146","3902","3742"
"94305","266","15730","1691"
"94306","865","27549","3140"
"95002","231","2146","10764"
"95008","2739","46513","5889"
"95013","0","77","0"
"95014","1261","62430","2020"
"95020","8661","63852","13564"
"95030","552","13288","4154"
"95032","1125","26281","4281"
"95035","4502","77562","5804"
"95037","4674","51652","9049"
"95046","767","6025","12730"
"95050","2723","39452","6902"
"95051","2937","58123","5053"
"95053","45","3678","1223"
"95054","1409","24264","5807"
"95070","894","31308","2856"
"95110","2670","20203","13216"
"95111","8364","62392","13406"
"95112","6089","61060","9972"
"95113","375","1939","19340"
"95116","7927","56481","14035"
"95117","2858","29592","9658"
"95118","2271","32560","6975"
"95119","839","10472","8012"
"95120","1432","37774","3791"
"95121","4043","38102","10611"
"95122","9240","57780","15992"
"95123","5971","67186","8887"
"95124","2540","51170","4964"
"95125","3980","53574","7429"
"95126","3050","35988","8475"
"95127","8651","65686","13170"
"95128","3197","37665","8488"
"95129","1371","39828","3442"
"95130","715","14863","4811"
"95131","1843","31170","5913"
"95132","2551","41844","6096"
"95133","2560","28726","8912"
"95134","1248","27224","4584"
"95135","854","22358","3820"
"95136","4050","47599","8509"
"95138","1286","20766","6193"
"95139","455","7293","6239"
"95140","15","115","13043"
"95148","4078","48854","8347"
