"zipcode","cases","population","rate"
"94022","55","19378","284"
"94024","47","23961","196"
"94040","125","35845","349"
"94041","61","14394","424"
"94043","94","31488","299"
"94085","160","23612","678"
"94086","191","49630","385"
"94087","146","57219","255"
"94089","106","22313","475"
"94301","61","17191","355"
"94304","22","3902","564"
"94305","14","15730","89"
"94306","65","27549","236"
"95002","24","2146","1118"
"95008","231","46513","497"
"95013","0","77","0"
"95014","84","62430","135"
"95020","817","63852","1280"
"95030","40","13288","301"
"95032","58","26281","221"
"95035","337","77562","434"
"95037","361","51652","699"
"95046","60","6025","996"
"95050","227","39452","575"
"95051","242","58123","416"
"95053","0","3678","0"
"95054","165","24264","680"
"95070","61","31308","195"
"95110","285","20203","1411"
"95111","873","62392","1399"
"95112","598","61060","979"
"95113","39","1939","2011"
"95116","942","56481","1668"
"95117","309","29592","1044"
"95118","179","32560","550"
"95119","42","10472","401"
"95120","126","37774","334"
"95121","271","38102","711"
"95122","967","57780","1674"
"95123","459","67186","683"
"95124","175","51170","342"
"95125","300","53574","560"
"95126","308","35988","856"
"95127","865","65686","1317"
"95128","244","37665","648"
"95129","89","39828","223"
"95130","57","14863","384"
"95131","149","31170","478"
"95132","163","41844","390"
"95133","225","28726","783"
"95134","99","27224","364"
"95135","50","22358","224"
"95136","393","47599","826"
"95138","119","20766","573"
"95139","34","7293","466"
"95140","0","115","0"
"95148","385","48854","788"
