"zipcode","cases","population","rate"
"94022","52","19378","268"
"94024","44","23961","184"
"94040","90","35845","251"
"94041","54","14394","375"
"94043","83","31488","264"
"94085","136","23612","576"
"94086","164","49630","330"
"94087","129","57219","225"
"94089","86","22313","385"
"94301","58","17191","337"
"94304","19","3902","487"
"94305","11","15730","70"
"94306","59","27549","214"
"95002","20","2146","932"
"95008","196","46513","421"
"95013","0","77","0"
"95014","79","62430","127"
"95020","640","63852","1002"
"95030","34","13288","256"
"95032","52","26281","198"
"95035","282","77562","364"
"95037","282","51652","546"
"95046","51","6025","846"
"95050","201","39452","509"
"95051","210","58123","361"
"95053","0","3678","0"
"95054","143","24264","589"
"95070","56","31308","179"
"95110","237","20203","1173"
"95111","715","62392","1146"
"95112","491","61060","804"
"95113","36","1939","1857"
"95116","846","56481","1498"
"95117","267","29592","902"
"95118","152","32560","467"
"95119","38","10472","363"
"95120","117","37774","310"
"95121","225","38102","591"
"95122","780","57780","1350"
"95123","387","67186","576"
"95124","157","51170","307"
"95125","253","53574","472"
"95126","248","35988","689"
"95127","737","65686","1122"
"95128","208","37665","552"
"95129","84","39828","211"
"95130","45","14863","303"
"95131","131","31170","420"
"95132","147","41844","351"
"95133","194","28726","675"
"95134","86","27224","316"
"95135","44","22358","197"
"95136","336","47599","706"
"95138","97","20766","467"
"95139","29","7293","398"
"95140",,"115",
"95148","335","48854","686"
