"zipcode","cases","population","rate"
"94022","69","19378","356"
"94024","71","23961","296"
"94040","213","35845","594"
"94041","111","14394","771"
"94043","165","31488","524"
"94085","247","23612","1046"
"94086","269","49630","542"
"94087","187","57219","327"
"94089","134","22313","601"
"94301","77","17191","448"
"94304","28","3902","718"
"94305","19","15730","121"
"94306","97","27549","352"
"95002","32","2146","1491"
"95008","302","46513","649"
"95013","0","77","0"
"95014","101","62430","162"
"95020","1278","63852","2002"
"95030","47","13288","354"
"95032","122","26281","464"
"95035","481","77562","620"
"95037","530","51652","1026"
"95046","97","6025","1610"
"95050","335","39452","849"
"95051","325","58123","559"
"95053","0","3678","0"
"95054","220","24264","907"
"95070","96","31308","307"
"95110","390","20203","1930"
"95111","1225","62392","1963"
"95112","838","61060","1372"
"95113","47","1939","2424"
"95116","1274","56481","2256"
"95117","430","29592","1453"
"95118","244","32560","749"
"95119","54","10472","516"
"95120","165","37774","437"
"95121","405","38102","1063"
"95122","1426","57780","2468"
"95123","647","67186","963"
"95124","240","51170","469"
"95125","441","53574","823"
"95126","417","35988","1159"
"95127","1226","65686","1866"
"95128","357","37665","948"
"95129","121","39828","304"
"95130","76","14863","511"
"95131","210","31170","674"
"95132","282","41844","674"
"95133","324","28726","1128"
"95134","142","27224","522"
"95135","63","22358","282"
"95136","538","47599","1130"
"95138","152","20766","732"
"95139","53","7293","727"
"95140","0","115","0"
"95148","512","48854","1048"
