"zipcode","cases","population","rate"
"94022","68","19378","351"
"94024","67","23961","280"
"94040","205","35845","572"
"94041","95","14394","660"
"94043","162","31488","514"
"94085","245","23612","1038"
"94086","268","49630","540"
"94087","189","57219","330"
"94089","134","22313","601"
"94301","78","17191","454"
"94304","27","3902","692"
"94305","19","15730","121"
"94306","96","27549","348"
"95002","32","2146","1491"
"95008","301","46513","647"
"95013","0","77","0"
"95014","98","62430","157"
"95020","1255","63852","1965"
"95030","47","13288","354"
"95032","120","26281","457"
"95035","479","77562","618"
"95037","519","51652","1005"
"95046","93","6025","1544"
"95050","329","39452","834"
"95051","315","58123","542"
"95053","0","3678","0"
"95054","221","24264","911"
"95070","92","31308","294"
"95110","389","20203","1925"
"95111","1213","62392","1944"
"95112","828","61060","1356"
"95113","46","1939","2372"
"95116","1265","56481","2240"
"95117","428","29592","1446"
"95118","243","32560","746"
"95119","54","10472","516"
"95120","163","37774","432"
"95121","393","38102","1031"
"95122","1411","57780","2442"
"95123","641","67186","954"
"95124","239","51170","467"
"95125","433","53574","808"
"95126","415","35988","1153"
"95127","1205","65686","1834"
"95128","352","37665","935"
"95129","120","39828","301"
"95130","75","14863","505"
"95131","207","31170","664"
"95132","266","41844","636"
"95133","319","28726","1110"
"95134","139","27224","511"
"95135","63","22358","282"
"95136","534","47599","1122"
"95138","151","20766","727"
"95139","53","7293","727"
"95140","0","115","0"
"95148","508","48854","1040"
