"zipcode","cases","population","rate"
"94022","434","19378","2240"
"94024","483","23961","2016"
"94040","1399","35845","3903"
"94041","601","14394","4175"
"94043","1049","31488","3331"
"94085","1186","23612","5023"
"94086","1958","49630","3945"
"94087","1403","57219","2452"
"94089","1037","22313","4648"
"94301","452","17191","2629"
"94304","119","3902","3050"
"94305","158","15730","1004"
"94306","624","27549","2265"
"95002","183","2146","8527"
"95008","2026","46513","4356"
"95013","0","77","0"
"95014","921","62430","1475"
"95020","7370","63852","11542"
"95030","395","13288","2973"
"95032","817","26281","3109"
"95035","3654","77562","4711"
"95037","3511","51652","6797"
"95046","629","6025","10440"
"95050","2144","39452","5434"
"95051","2198","58123","3782"
"95053","55","3678","1495"
"95054","1124","24264","4632"
"95070","648","31308","2070"
"95110","2264","20203","11206"
"95111","7026","62392","11261"
"95112","4887","61060","8004"
"95113","290","1939","14956"
"95116","6849","56481","12126"
"95117","2359","29592","7972"
"95118","1668","32560","5123"
"95119","609","10472","5816"
"95120","928","37774","2457"
"95121","3447","38102","9047"
"95122","8205","57780","14200"
"95123","4662","67186","6939"
"95124","1784","51170","3486"
"95125","3011","53574","5620"
"95126","2357","35988","6549"
"95127","7366","65686","11214"
"95128","2556","37665","6786"
"95129","1069","39828","2684"
"95130","526","14863","3539"
"95131","1524","31170","4889"
"95132","2077","41844","4964"
"95133","2203","28726","7669"
"95134","952","27224","3497"
"95135","642","22358","2871"
"95136","3188","47599","6698"
"95138","1011","20766","4869"
"95139","335","7293","4593"
"95140","12","115","10435"
"95148","3357","48854","6871"
