"zipcode","cases","population","rate"
"94022","437","19378","2255"
"94024","482","23961","2012"
"94040","1390","35845","3878"
"94041","602","14394","4182"
"94043","1050","31488","3335"
"94085","1189","23612","5036"
"94086","1972","49630","3973"
"94087","1411","57219","2466"
"94089","1045","22313","4683"
"94301","451","17191","2623"
"94304","119","3902","3050"
"94305","159","15730","1011"
"94306","623","27549","2261"
"95002","182","2146","8481"
"95008","2046","46513","4399"
"95013","0","77","0"
"95014","929","62430","1488"
"95020","7367","63852","11538"
"95030","397","13288","2988"
"95032","815","26281","3101"
"95035","3656","77562","4714"
"95037","3524","51652","6823"
"95046","624","6025","10357"
"95050","2158","39452","5470"
"95051","2210","58123","3802"
"95053","48","3678","1305"
"95054","1118","24264","4608"
"95070","654","31308","2089"
"95110","2255","20203","11162"
"95111","7022","62392","11255"
"95112","4898","61060","8022"
"95113","288","1939","14853"
"95116","6843","56481","12116"
"95117","2359","29592","7972"
"95118","1673","32560","5138"
"95119","604","10472","5768"
"95120","926","37774","2451"
"95121","3460","38102","9081"
"95122","8197","57780","14187"
"95123","4665","67186","6943"
"95124","1790","51170","3498"
"95125","3012","53574","5622"
"95126","2357","35988","6549"
"95127","7346","65686","11184"
"95128","2539","37665","6741"
"95129","1070","39828","2687"
"95130","528","14863","3552"
"95131","1519","31170","4873"
"95132","2081","41844","4973"
"95133","2207","28726","7683"
"95134","978","27224","3592"
"95135","653","22358","2921"
"95136","3185","47599","6691"
"95138","1018","20766","4902"
"95139","339","7293","4648"
"95140","13","115","11304"
"95148","3366","48854","6890"
