"zipcode","cases","population","rate"
"94022","187","19378","965"
"94024","173","23961","722"
"94040","668","35845","1864"
"94041","229","14394","1591"
"94043","402","31488","1277"
"94085","476","23612","2016"
"94086","695","49630","1400"
"94087","440","57219","769"
"94089","424","22313","1900"
"94301","188","17191","1094"
"94304","59","3902","1512"
"94305","47","15730","299"
"94306","246","27549","893"
"95002","95","2146","4427"
"95008","852","46513","1832"
"95013","0","77","0"
"95014","309","62430","495"
"95020","3345","63852","5239"
"95030","184","13288","1385"
"95032","308","26281","1172"
"95035","1361","77562","1755"
"95037","1464","51652","2834"
"95046","273","6025","4531"
"95050","872","39452","2210"
"95051","814","58123","1400"
"95053","0","3678","0"
"95054","453","24264","1867"
"95070","249","31308","795"
"95110","1067","20203","5281"
"95111","3162","62392","5068"
"95112","2056","61060","3367"
"95113","109","1939","5621"
"95116","3016","56481","5340"
"95117","941","29592","3180"
"95118","646","32560","1984"
"95119","222","10472","2120"
"95120","356","37774","942"
"95121","1322","38102","3470"
"95122","3630","57780","6282"
"95123","1788","67186","2661"
"95124","616","51170","1204"
"95125","1183","53574","2208"
"95126","1063","35988","2954"
"95127","3199","65686","4870"
"95128","969","37665","2573"
"95129","446","39828","1120"
"95130","181","14863","1218"
"95131","588","31170","1886"
"95132","828","41844","1979"
"95133","836","28726","2910"
"95134","380","27224","1396"
"95135","232","22358","1038"
"95136","1354","47599","2845"
"95138","446","20766","2148"
"95139","144","7293","1974"
"95140","0","115","0"
"95148","1305","48854","2671"
