"zipcode","cases","population","rate"
"94022","155","19378","800"
"94024","132","23961","551"
"94040","511","35845","1426"
"94041","188","14394","1306"
"94043","328","31488","1042"
"94085","397","23612","1681"
"94086","577","49630","1163"
"94087","338","57219","591"
"94089","310","22313","1389"
"94301","156","17191","907"
"94304","37","3902","948"
"94305","44","15730","280"
"94306","188","27549","682"
"95002","64","2146","2982"
"95008","638","46513","1372"
"95013","0","77","0"
"95014","252","62430","404"
"95020","2542","63852","3981"
"95030","135","13288","1016"
"95032","250","26281","951"
"95035","974","77562","1256"
"95037","1107","51652","2143"
"95046","201","6025","3336"
"95050","692","39452","1754"
"95051","644","58123","1108"
"95053","0","3678","0"
"95054","348","24264","1434"
"95070","203","31308","648"
"95110","842","20203","4168"
"95111","2360","62392","3783"
"95112","1603","61060","2625"
"95113","85","1939","4384"
"95116","2382","56481","4217"
"95117","771","29592","2605"
"95118","512","32560","1572"
"95119","143","10472","1366"
"95120","301","37774","797"
"95121","911","38102","2391"
"95122","2752","57780","4763"
"95123","1354","67186","2015"
"95124","474","51170","926"
"95125","930","53574","1736"
"95126","851","35988","2365"
"95127","2417","65686","3680"
"95128","707","37665","1877"
"95129","288","39828","723"
"95130","141","14863","949"
"95131","424","31170","1360"
"95132","589","41844","1408"
"95133","628","28726","2186"
"95134","287","27224","1054"
"95135","167","22358","747"
"95136","1058","47599","2223"
"95138","330","20766","1589"
"95139","118","7293","1618"
"95140","0","115","0"
"95148","926","48854","1895"
