"zipcode","cases","population","rate"
"94022","74","19378","382"
"94024","72","23961","300"
"94040","242","35845","675"
"94041","118","14394","820"
"94043","178","31488","565"
"94085","256","23612","1084"
"94086","298","49630","600"
"94087","198","57219","346"
"94089","149","22313","668"
"94301","87","17191","506"
"94304","28","3902","718"
"94305","22","15730","140"
"94306","112","27549","407"
"95002","32","2146","1491"
"95008","327","46513","703"
"95013","0","77","0"
"95014","109","62430","175"
"95020","1406","63852","2202"
"95030","47","13288","354"
"95032","125","26281","476"
"95035","515","77562","664"
"95037","572","51652","1107"
"95046","106","6025","1759"
"95050","347","39452","880"
"95051","347","58123","597"
"95053","0","3678","0"
"95054","228","24264","940"
"95070","104","31308","332"
"95110","433","20203","2143"
"95111","1324","62392","2122"
"95112","874","61060","1431"
"95113","55","1939","2837"
"95116","1361","56481","2410"
"95117","457","29592","1544"
"95118","262","32560","805"
"95119","58","10472","554"
"95120","172","37774","455"
"95121","441","38102","1157"
"95122","1540","57780","2665"
"95123","705","67186","1049"
"95124","257","51170","502"
"95125","481","53574","898"
"95126","445","35988","1237"
"95127","1336","65686","2034"
"95128","368","37665","977"
"95129","134","39828","336"
"95130","80","14863","538"
"95131","226","31170","725"
"95132","301","41844","719"
"95133","352","28726","1225"
"95134","144","27224","529"
"95135","76","22358","340"
"95136","589","47599","1237"
"95138","165","20766","795"
"95139","55","7293","754"
"95140",,"115","0"
"95148","532","48854","1089"
