"zipcode","cases","population","rate"
"94022","474","19378","2446"
"94024","488","23961","2037"
"94040","1426","35845","3978"
"94041","622","14394","4321"
"94043","1114","31488","3538"
"94085","1245","23612","5273"
"94086","2050","49630","4131"
"94087","1493","57219","2609"
"94089","1081","22313","4845"
"94301","462","17191","2687"
"94304","127","3902","3255"
"94305","181","15730","1151"
"94306","668","27549","2425"
"95002","184","2146","8574"
"95008","2186","46513","4700"
"95013","0","77","0"
"95014","982","62430","1573"
"95020","7547","63852","11820"
"95030","425","13288","3198"
"95032","860","26281","3272"
"95035","3813","77562","4916"
"95037","3694","51652","7152"
"95046","646","6025","10722"
"95050","2240","39452","5678"
"95051","2334","58123","4016"
"95053","42","3678","1142"
"95054","1165","24264","4801"
"95070","687","31308","2194"
"95110","2330","20203","11533"
"95111","7230","62392","11588"
"95112","5046","61060","8264"
"95113","297","1939","15317"
"95116","6976","56481","12351"
"95117","2460","29592","8313"
"95118","1778","32560","5461"
"95119","649","10472","6197"
"95120","1016","37774","2690"
"95121","3529","38102","9262"
"95122","8323","57780","14405"
"95123","4901","67186","7295"
"95124","1923","51170","3758"
"95125","3162","53574","5902"
"95126","2473","35988","6872"
"95127","7516","65686","11442"
"95128","2657","37665","7054"
"95129","1142","39828","2867"
"95130","553","14863","3721"
"95131","1568","31170","5030"
"95132","2148","41844","5133"
"95133","2253","28726","7843"
"95134","1008","27224","3703"
"95135","682","22358","3050"
"95136","3358","47599","7055"
"95138","1097","20766","5283"
"95139","345","7293","4731"
"95140","14","115","12174"
"95148","3463","48854","7088"
