"zipcode","cases","population","rate"
"94022","496","19378","2560"
"94024","529","23961","2208"
"94040","1495","35845","4171"
"94041","657","14394","4564"
"94043","1205","31488","3827"
"94085","1296","23612","5489"
"94086","2124","49630","4280"
"94087","1596","57219","2789"
"94089","1140","22313","5109"
"94301","495","17191","2879"
"94304","138","3902","3537"
"94305","199","15730","1265"
"94306","725","27549","2632"
"95002","194","2146","9040"
"95008","2359","46513","5072"
"95013","0","77","0"
"95014","1060","62430","1698"
"95020","7860","63852","12310"
"95030","468","13288","3522"
"95032","920","26281","3501"
"95035","4012","77562","5173"
"95037","3959","51652","7665"
"95046","692","6025","11485"
"95050","2389","39452","6055"
"95051","2476","58123","4260"
"95053","43","3678","1169"
"95054","1236","24264","5094"
"95070","738","31308","2357"
"95110","2420","20203","11978"
"95111","7530","62392","12069"
"95112","5332","61060","8732"
"95113","316","1939","16297"
"95116","7233","56481","12806"
"95117","2557","29592","8641"
"95118","1902","32560","5842"
"95119","690","10472","6589"
"95120","1145","37774","3031"
"95121","3659","38102","9603"
"95122","8545","57780","14789"
"95123","5158","67186","7677"
"95124","2105","51170","4114"
"95125","3416","53574","6376"
"95126","2648","35988","7358"
"95127","7825","65686","11913"
"95128","2799","37665","7431"
"95129","1206","39828","3028"
"95130","590","14863","3970"
"95131","1641","31170","5265"
"95132","2254","41844","5387"
"95133","2338","28726","8139"
"95134","1078","27224","3960"
"95135","727","22358","3252"
"95136","3540","47599","7437"
"95138","1164","20766","5605"
"95139","379","7293","5197"
"95140","14","115","12174"
"95148","3619","48854","7408"
