"zipcode","cases","population","rate"
"94022","195","19378","1006"
"94024","222","23961","927"
"94040","712","35845","1986"
"94041","261","14394","1813"
"94043","434","31488","1378"
"94085","516","23612","2185"
"94086","783","49630","1578"
"94087","512","57219","895"
"94089","474","22313","2124"
"94301","213","17191","1239"
"94304","63","3902","1615"
"94305","50","15730","318"
"94306","261","27549","947"
"95002","101","2146","4706"
"95008","959","46513","2062"
"95013","0","77","0"
"95014","343","62430","549"
"95020","3700","63852","5795"
"95030","205","13288","1543"
"95032","338","26281","1286"
"95035","1524","77562","1965"
"95037","1610","51652","3117"
"95046","295","6025","4896"
"95050","950","39452","2408"
"95051","891","58123","1533"
"95053","0","3678","0"
"95054","499","24264","2057"
"95070","273","31308","872"
"95110","1155","20203","5717"
"95111","3506","62392","5619"
"95112","2323","61060","3804"
"95113","117","1939","6034"
"95116","3315","56481","5869"
"95117","1033","29592","3491"
"95118","733","32560","2251"
"95119","249","10472","2378"
"95120","397","37774","1051"
"95121","1519","38102","3987"
"95122","4027","57780","6970"
"95123","2005","67186","2984"
"95124","701","51170","1370"
"95125","1323","53574","2469"
"95126","1162","35988","3229"
"95127","3511","65686","5345"
"95128","1110","37665","2947"
"95129","494","39828","1240"
"95130","209","14863","1406"
"95131","685","31170","2198"
"95132","919","41844","2196"
"95133","955","28726","3325"
"95134","419","27224","1539"
"95135","263","22358","1176"
"95136","1507","47599","3166"
"95138","483","20766","2326"
"95139","155","7293","2125"
"95140","0","115","0"
"95148","1478","48854","3025"
