"zipcode","cases","population","rate"
"94022","185","19378","955"
"94024","148","23961","618"
"94040","659","35845","1838"
"94041","227","14394","1577"
"94043","396","31488","1258"
"94085","466","23612","1974"
"94086","682","49630","1374"
"94087","429","57219","750"
"94089","415","22313","1860"
"94301","181","17191","1053"
"94304","58","3902","1486"
"94305","46","15730","292"
"94306","244","27549","886"
"95002","91","2146","4240"
"95008","830","46513","1784"
"95013","0","77","0"
"95014","298","62430","477"
"95020","3264","63852","5112"
"95030","180","13288","1355"
"95032","298","26281","1134"
"95035","1318","77562","1699"
"95037","1427","51652","2763"
"95046","269","6025","4465"
"95050","858","39452","2175"
"95051","796","58123","1370"
"95053","0","3678","0"
"95054","447","24264","1842"
"95070","246","31308","786"
"95110","1053","20203","5212"
"95111","3089","62392","4951"
"95112","2007","61060","3287"
"95113","106","1939","5467"
"95116","2960","56481","5241"
"95117","924","29592","3122"
"95118","634","32560","1947"
"95119","212","10472","2024"
"95120","350","37774","927"
"95121","1261","38102","3310"
"95122","3522","57780","6096"
"95123","1738","67186","2587"
"95124","599","51170","1171"
"95125","1152","53574","2150"
"95126","1033","35988","2870"
"95127","3122","65686","4753"
"95128","937","37665","2488"
"95129","440","39828","1105"
"95130","177","14863","1191"
"95131","571","31170","1832"
"95132","807","41844","1929"
"95133","817","28726","2844"
"95134","368","27224","1352"
"95135","225","22358","1006"
"95136","1318","47599","2769"
"95138","431","20766","2076"
"95139","142","7293","1947"
"95140","0","115","0"
"95148","1272","48854","2604"
