"zipcode","cases","population","rate"
"94022","2375","19378","12256"
"94024","2650","23961","11060"
"94040","5173","35845","14432"
"94041","2092","14394","14534"
"94043","4248","31488","13491"
"94085","4043","23612","17123"
"94086","7014","49630","14133"
"94087","7321","57219","12795"
"94089","3880","22313","17389"
"94301","2319","17191","13490"
"94304","644","3902","16504"
"94305","549","15730","3490"
"94306","3521","27549","12781"
"95002","527","2146","24557"
"95008","8244","46513","17724"
"95013","30","77","38961"
"95014","6664","62430","10674"
"95020","17787","63852","27857"
"95030","1529","13288","11507"
"95032","3959","26281","15064"
"95035","14006","77562","18058"
"95037","11616","51652","22489"
"95046","694","6025","11519"
"95050","7738","39452","19614"
"95051","9803","58123","16866"
"95053","191","3678","5193"
"95054","4780","24264","19700"
"95070","3711","31308","11853"
"95110","6278","20203","31075"
"95111","19092","62392","30600"
"95112","14722","61060","24111"
"95113","968","1939","49923"
"95116","16102","56481","28509"
"95117","6773","29592","22888"
"95118","6793","32560","20863"
"95119","2501","10472","23883"
"95120","5561","37774","14722"
"95121","10306","38102","27048"
"95122","18287","57780","31649"
"95123","15827","67186","23557"
"95124","8214","51170","16052"
"95125","11048","53574","20622"
"95126","8290","35988","23035"
"95127","18585","65686","28294"
"95128","8208","37665","21792"
"95129","5568","39828","13980"
"95130","2187","14863","14714"
"95131","5791","31170","18579"
"95132","7660","41844","18306"
"95133","6525","28726","22715"
"95134","4755","27224","17466"
"95135","3001","22358","13422"
"95136","10916","47599","22933"
"95138","3834","20766","18463"
"95139","1385","7293","18991"
"95140","37","115","32174"
"95148","11472","48854","23482"
