"zipcode","cases","population","rate"
"94022","215","19378","1110"
"94024","257","23961","1073"
"94040","796","35845","2221"
"94041","290","14394","2015"
"94043","488","31488","1550"
"94085","590","23612","2499"
"94086","948","49630","1910"
"94087","651","57219","1138"
"94089","549","22313","2460"
"94301","248","17191","1443"
"94304","76","3902","1948"
"94305","56","15730","356"
"94306","297","27549","1078"
"95002","111","2146","5172"
"95008","1057","46513","2272"
"95013","0","77","0"
"95014","426","62430","682"
"95020","4235","63852","6633"
"95030","237","13288","1784"
"95032","397","26281","1511"
"95035","1754","77562","2261"
"95037","1847","51652","3576"
"95046","338","6025","5610"
"95050","1086","39452","2753"
"95051","1036","58123","1782"
"95053","0","3678","0"
"95054","570","24264","2349"
"95070","328","31308","1048"
"95110","1293","20203","6400"
"95111","3980","62392","6379"
"95112","2656","61060","4350"
"95113","126","1939","6498"
"95116","3832","56481","6785"
"95117","1229","29592","4153"
"95118","848","32560","2604"
"95119","297","10472","2836"
"95120","452","37774","1197"
"95121","1823","38102","4785"
"95122","4635","57780","8022"
"95123","2339","67186","3481"
"95124","824","51170","1610"
"95125","1537","53574","2869"
"95126","1340","35988","3723"
"95127","4032","65686","6138"
"95128","1372","37665","3643"
"95129","583","39828","1464"
"95130","249","14863","1675"
"95131","798","31170","2560"
"95132","1060","41844","2533"
"95133","1087","28726","3784"
"95134","469","27224","1723"
"95135","329","22358","1472"
"95136","1726","47599","3626"
"95138","527","20766","2538"
"95139","171","7293","2345"
"95140","0","115","0"
"95148","1694","48854","3467"
