"zipcode","cases","population","rate"
"94022","351","19378","1811"
"94024","382","23961","1594"
"94040","1159","35845","3233"
"94041","493","14394","3425"
"94043","844","31488","2680"
"94085","997","23612","4222"
"94086","1589","49630","3202"
"94087","1137","57219","1987"
"94089","889","22313","3984"
"94301","394","17191","2292"
"94304","113","3902","2896"
"94305","125","15730","795"
"94306","497","27549","1804"
"95002","160","2146","7456"
"95008","1696","46513","3646"
"95013","0","77","0"
"95014","721","62430","1155"
"95020","6474","63852","10139"
"95030","318","13288","2393"
"95032","653","26281","2485"
"95035","3033","77562","3910"
"95037","2936","51652","5684"
"95046","545","6025","9046"
"95050","1721","39452","4362"
"95051","1755","58123","3019"
"95053","0","3678","0"
"95054","956","24264","3940"
"95070","522","31308","1667"
"95110","2008","20203","9939"
"95111","6133","62392","9830"
"95112","4189","61060","6860"
"95113","233","1939","12017"
"95116","6039","56481","10692"
"95117","2052","29592","6934"
"95118","1437","32560","4413"
"95119","506","10472","4832"
"95120","753","37774","1993"
"95121","2975","38102","7808"
"95122","7208","57780","12475"
"95123","3978","67186","5921"
"95124","1456","51170","2845"
"95125","2535","53574","4732"
"95126","2021","35988","5616"
"95127","6383","65686","9717"
"95128","2213","37665","5875"
"95129","906","39828","2275"
"95130","442","14863","2974"
"95131","1288","31170","4132"
"95132","1712","41844","4091"
"95133","1813","28726","6311"
"95134","739","27224","2715"
"95135","555","22358","2482"
"95136","2756","47599","5790"
"95138","861","20766","4146"
"95139","296","7293","4059"
"95140","0","115","0"
"95148","2844","48854","5821"
