"zipcode","cases","population","rate"
"94022","394","19378","2033"
"94024","452","23961","1886"
"94040","1291","35845","3602"
"94041","563","14394","3911"
"94043","956","31488","3036"
"94085","1127","23612","4773"
"94086","1788","49630","3603"
"94087","1272","57219","2223"
"94089","964","22313","4320"
"94301","421","17191","2449"
"94304","118","3902","3024"
"94305","141","15730","896"
"94306","563","27549","2044"
"95002","178","2146","8295"
"95008","1875","46513","4031"
"95013","0","77","0"
"95014","807","62430","1293"
"95020","7129","63852","11165"
"95030","358","13288","2694"
"95032","751","26281","2858"
"95035","3355","77562","4326"
"95037","3339","51652","6464"
"95046","598","6025","9925"
"95050","1950","39452","4943"
"95051","2006","58123","3451"
"95053","0","3678","0"
"95054","1035","24264","4266"
"95070","590","31308","1885"
"95110","2163","20203","10706"
"95111","6747","62392","10814"
"95112","4613","61060","7555"
"95113","267","1939","13770"
"95116","6574","56481","11639"
"95117","2240","29592","7570"
"95118","1555","32560","4776"
"95119","561","10472","5357"
"95120","845","37774","2237"
"95121","3259","38102","8553"
"95122","7883","57780","13643"
"95123","4362","67186","6492"
"95124","1646","51170","3217"
"95125","2848","53574","5316"
"95126","2256","35988","6269"
"95127","7030","65686","10702"
"95128","2425","37665","6438"
"95129","977","39828","2453"
"95130","488","14863","3283"
"95131","1410","31170","4524"
"95132","1946","41844","4651"
"95133","2073","28726","7216"
"95134","848","27224","3115"
"95135","602","22358","2693"
"95136","3013","47599","6330"
"95138","960","20766","4623"
"95139","316","7293","4333"
"95140","11","115","9565"
"95148","3206","48854","6562"
