"zipcode","cases","population","rate"
"94022","390","19378","2013"
"94024","438","23961","1828"
"94040","1266","35845","3532"
"94041","554","14394","3849"
"94043","938","31488","2979"
"94085","1116","23612","4726"
"94086","1755","49630","3536"
"94087","1252","57219","2188"
"94089","961","22313","4307"
"94301","416","17191","2420"
"94304","115","3902","2947"
"94305","139","15730","884"
"94306","553","27549","2007"
"95002","176","2146","8201"
"95008","1855","46513","3988"
"95013","0","77","0"
"95014","804","62430","1288"
"95020","7051","63852","11043"
"95030","356","13288","2679"
"95032","733","26281","2789"
"95035","3322","77562","4283"
"95037","3283","51652","6356"
"95046","591","6025","9809"
"95050","1926","39452","4882"
"95051","1955","58123","3364"
"95053","0","3678","0"
"95054","1022","24264","4212"
"95070","580","31308","1853"
"95110","2123","20203","10508"
"95111","6644","62392","10649"
"95112","4539","61060","7434"
"95113","257","1939","13254"
"95116","6493","56481","11496"
"95117","2210","29592","7468"
"95118","1535","32560","4714"
"95119","550","10472","5252"
"95120","829","37774","2195"
"95121","3220","38102","8451"
"95122","7787","57780","13477"
"95123","4298","67186","6397"
"95124","1609","51170","3144"
"95125","2808","53574","5241"
"95126","2217","35988","6160"
"95127","6920","65686","10535"
"95128","2387","37665","6337"
"95129","959","39828","2408"
"95130","480","14863","3229"
"95131","1388","31170","4453"
"95132","1902","41844","4545"
"95133","2046","28726","7122"
"95134","824","27224","3027"
"95135","593","22358","2652"
"95136","2964","47599","6227"
"95138","943","20766","4541"
"95139","313","7293","4292"
"95140","11","115","9565"
"95148","3147","48854","6442"
