"zipcode","cases","population","rate"
"94022","537","19378","2771"
"94024","562","23961","2345"
"94040","1571","35845","4383"
"94041","699","14394","4856"
"94043","1292","31488","4103"
"94085","1378","23612","5836"
"94086","2288","49630","4610"
"94087","1719","57219","3004"
"94089","1205","22313","5400"
"94301","530","17191","3083"
"94304","140","3902","3588"
"94305","221","15730","1405"
"94306","788","27549","2860"
"95002","222","2146","10345"
"95008","2549","46513","5480"
"95013","0","77","0"
"95014","1127","62430","1805"
"95020","8244","63852","12911"
"95030","503","13288","3785"
"95032","1014","26281","3858"
"95035","4240","77562","5467"
"95037","4300","51652","8325"
"95046","726","6025","12050"
"95050","2549","39452","6461"
"95051","2685","58123","4620"
"95053","44","3678","1196"
"95054","1315","24264","5420"
"95070","802","31308","2562"
"95110","2545","20203","12597"
"95111","7934","62392","12716"
"95112","5724","61060","9374"
"95113","347","1939","17896"
"95116","7557","56481","13380"
"95117","2687","29592","9080"
"95118","2066","32560","6345"
"95119","769","10472","7343"
"95120","1261","37774","3338"
"95121","3849","38102","10102"
"95122","8837","57780","15294"
"95123","5513","67186","8206"
"95124","2329","51170","4551"
"95125","3665","53574","6841"
"95126","2822","35988","7842"
"95127","8225","65686","12522"
"95128","3003","37665","7973"
"95129","1290","39828","3239"
"95130","652","14863","4387"
"95131","1729","31170","5547"
"95132","2366","41844","5654"
"95133","2448","28726","8522"
"95134","1159","27224","4257"
"95135","793","22358","3547"
"95136","3771","47599","7922"
"95138","1219","20766","5870"
"95139","416","7293","5704"
"95140","14","115","12174"
"95148","3814","48854","7807"
