"zipcode","cases","population","rate"
"94022","1423","19378","7343"
"94024","1625","23961","6782"
"94040","3598","35845","10038"
"94041","1469","14394","10206"
"94043","2980","31488","9464"
"94085","3017","23612","12777"
"94086","5045","49630","10165"
"94087","4836","57219","8452"
"94089","2896","22313","12979"
"94301","1449","17191","8429"
"94304","364","3902","9329"
"94305","1263","15730","8029"
"94306","2120","27549","7695"
"95002","432","2146","20130"
"95008","6056","46513","13020"
"95013","0","77","0"
"95014","3984","62430","6382"
"95020","14717","63852","23049"
"95030","1269","13288","9550"
"95032","2760","26281","10502"
"95035","9920","77562","12790"
"95037","9112","51652","17641"
"95046","1372","6025","22772"
"95050","5873","39452","14886"
"95051","7024","58123","12085"
"95053","147","3678","3997"
"95054","3295","24264","13580"
"95070","2273","31308","7260"
"95110","5101","20203","25249"
"95111","15081","62392","24171"
"95112","11648","61060","19076"
"95113","763","1939","39350"
"95116","13427","56481","23773"
"95117","5442","29592","18390"
"95118","5083","32560","15611"
"95119","1870","10472","17857"
"95120","3814","37774","10097"
"95121","7738","38102","20309"
"95122","14970","57780","25909"
"95123","12034","67186","17911"
"95124","5866","51170","11464"
"95125","8400","53574","15679"
"95126","6339","35988","17614"
"95127","15287","65686","23273"
"95128","6289","37665","16697"
"95129","3532","39828","8868"
"95130","1570","14863","10563"
"95131","4038","31170","12955"
"95132","5540","41844","13240"
"95133","4885","28726","17006"
"95134","3257","27224","11964"
"95135","1955","22358","8744"
"95136","8296","47599","17429"
"95138","2720","20766","13098"
"95139","1028","7293","14096"
"95140","28","115","24348"
"95148","8555","48854","17511"
