"zipcode","cases","population","rate"
"94022","56","19378","289"
"94024","47","23961","196"
"94040","140","35845","391"
"94041","66","14394","459"
"94043","101","31488","321"
"94085","175","23612","741"
"94086","205","49630","413"
"94087","152","57219","266"
"94089","110","22313","493"
"94301","64","17191","372"
"94304","24","3902","615"
"94305","14","15730","89"
"94306","74","27549","269"
"95002","27","2146","1258"
"95008","245","46513","527"
"95013","0","77","0"
"95014","87","62430","139"
"95020","886","63852","1388"
"95030","43","13288","324"
"95032","83","26281","316"
"95035","371","77562","478"
"95037","397","51652","769"
"95046","64","6025","1062"
"95050","247","39452","626"
"95051","261","58123","449"
"95053","0","3678","0"
"95054","187","24264","771"
"95070","68","31308","217"
"95110","324","20203","1604"
"95111","931","62392","1492"
"95112","654","61060","1071"
"95113","43","1939","2218"
"95116","986","56481","1746"
"95117","325","29592","1098"
"95118","187","32560","574"
"95119","42","10472","401"
"95120","130","37774","344"
"95121","287","38102","753"
"95122","1075","57780","1861"
"95123","500","67186","744"
"95124","184","51170","360"
"95125","336","53574","627"
"95126","334","35988","928"
"95127","956","65686","1455"
"95128","265","37665","704"
"95129","100","39828","251"
"95130","61","14863","410"
"95131","161","31170","517"
"95132","183","41844","437"
"95133","235","28726","818"
"95134","112","27224","411"
"95135","51","22358","228"
"95136","435","47599","914"
"95138","124","20766","597"
"95139","37","7293","507"
"95140","0","115","0"
"95148","411","48854","841"
