"zipcode","cases","population","rate"
"94022","396","19378","2044"
"94024","452","23961","1886"
"94040","1296","35845","3616"
"94041","563","14394","3911"
"94043","959","31488","3046"
"94085","1129","23612","4781"
"94086","1794","49630","3615"
"94087","1277","57219","2232"
"94089","967","22313","4334"
"94301","422","17191","2455"
"94304","118","3902","3024"
"94305","141","15730","896"
"94306","563","27549","2044"
"95002","178","2146","8295"
"95008","1884","46513","4050"
"95013","0","77","0"
"95014","808","62430","1294"
"95020","7150","63852","11198"
"95030","361","13288","2717"
"95032","754","26281","2869"
"95035","3370","77562","4345"
"95037","3353","51652","6492"
"95046","598","6025","9925"
"95050","1964","39452","4978"
"95051","2018","58123","3472"
"95053","0","3678","0"
"95054","1040","24264","4286"
"95070","592","31308","1891"
"95110","2168","20203","10731"
"95111","6773","62392","10856"
"95112","4627","61060","7578"
"95113","273","1939","14079"
"95116","6593","56481","11673"
"95117","2249","29592","7600"
"95118","1563","32560","4800"
"95119","564","10472","5386"
"95120","847","37774","2242"
"95121","3275","38102","8595"
"95122","7918","57780","13704"
"95123","4375","67186","6512"
"95124","1648","51170","3221"
"95125","2859","53574","5337"
"95126","2264","35988","6291"
"95127","7046","65686","10727"
"95128","2438","37665","6473"
"95129","981","39828","2463"
"95130","490","14863","3297"
"95131","1423","31170","4565"
"95132","1960","41844","4684"
"95133","2092","28726","7283"
"95134","851","27224","3126"
"95135","603","22358","2697"
"95136","3023","47599","6351"
"95138","967","20766","4657"
"95139","317","7293","4347"
"95140","11","115","9565"
"95148","3221","48854","6593"
