"zipcode","cases","population","rate"
"94022","170","19378","877"
"94024","140","23961","584"
"94040","595","35845","1660"
"94041","207","14394","1438"
"94043","365","31488","1159"
"94085","422","23612","1787"
"94086","634","49630","1277"
"94087","376","57219","657"
"94089","361","22313","1618"
"94301","168","17191","977"
"94304","41","3902","1051"
"94305","43","15730","273"
"94306","215","27549","780"
"95002","76","2146","3541"
"95008","736","46513","1582"
"95013","0","77","0"
"95014","277","62430","444"
"95020","2909","63852","4556"
"95030","158","13288","1189"
"95032","264","26281","1005"
"95035","1143","77562","1474"
"95037","1285","51652","2488"
"95046","232","6025","3851"
"95050","768","39452","1947"
"95051","733","58123","1261"
"95053","0","3678","0"
"95054","406","24264","1673"
"95070","229","31308","731"
"95110","942","20203","4663"
"95111","2731","62392","4377"
"95112","1811","61060","2966"
"95113","96","1939","4951"
"95116","2692","56481","4766"
"95117","856","29592","2893"
"95118","579","32560","1778"
"95119","184","10472","1757"
"95120","324","37774","858"
"95121","1099","38102","2884"
"95122","3137","57780","5429"
"95123","1542","67186","2295"
"95124","537","51170","1049"
"95125","1049","53574","1958"
"95126","942","35988","2618"
"95127","2813","65686","4282"
"95128","810","37665","2151"
"95129","361","39828","906"
"95130","153","14863","1029"
"95131","492","31170","1578"
"95132","700","41844","1673"
"95133","735","28726","2559"
"95134","325","27224","1194"
"95135","203","22358","908"
"95136","1196","47599","2513"
"95138","388","20766","1868"
"95139","135","7293","1851"
"95140","0","115","0"
"95148","1119","48854","2290"
