"zipcode","cases","population","rate"
"94022","392","19378","2023"
"94024","449","23961","1874"
"94040","1289","35845","3596"
"94041","561","14394","3897"
"94043","951","31488","3020"
"94085","1127","23612","4773"
"94086","1785","49630","3597"
"94087","1272","57219","2223"
"94089","964","22313","4320"
"94301","421","17191","2449"
"94304","118","3902","3024"
"94305","140","15730","890"
"94306","562","27549","2040"
"95002","177","2146","8248"
"95008","1873","46513","4027"
"95013","0","77","0"
"95014","807","62430","1293"
"95020","7122","63852","11154"
"95030","359","13288","2702"
"95032","751","26281","2858"
"95035","3342","77562","4309"
"95037","3330","51652","6447"
"95046","597","6025","9909"
"95050","1948","39452","4938"
"95051","2000","58123","3441"
"95053","0","3678","0"
"95054","1035","24264","4266"
"95070","589","31308","1881"
"95110","2156","20203","10672"
"95111","6732","62392","10790"
"95112","4605","61060","7542"
"95113","266","1939","13718"
"95116","6567","56481","11627"
"95117","2238","29592","7563"
"95118","1552","32560","4767"
"95119","557","10472","5319"
"95120","842","37774","2229"
"95121","3251","38102","8532"
"95122","7870","57780","13621"
"95123","4350","67186","6475"
"95124","1642","51170","3209"
"95125","2842","53574","5305"
"95126","2252","35988","6258"
"95127","7010","65686","10672"
"95128","2415","37665","6412"
"95129","975","39828","2448"
"95130","488","14863","3283"
"95131","1405","31170","4508"
"95132","1938","41844","4631"
"95133","2068","28726","7199"
"95134","844","27224","3100"
"95135","602","22358","2693"
"95136","3012","47599","6328"
"95138","957","20766","4608"
"95139","316","7293","4333"
"95140","11","115","9565"
"95148","3196","48854","6542"
