"zipcode","cases","population","rate"
"94022","638","19378","3292"
"94024","664","23961","2771"
"94040","1774","35845","4949"
"94041","771","14394","5356"
"94043","1462","31488","4643"
"94085","1523","23612","6450"
"94086","2534","49630","5106"
"94087","2047","57219","3577"
"94089","1399","22313","6270"
"94301","627","17191","3647"
"94304","151","3902","3870"
"94305","333","15730","2117"
"94306","929","27549","3372"
"95002","233","2146","10857"
"95008","2950","46513","6342"
"95013","0","77","0"
"95014","1377","62430","2206"
"95020","9094","63852","14242"
"95030","595","13288","4478"
"95032","1208","26281","4596"
"95035","4699","77562","6058"
"95037","4971","51652","9624"
"95046","808","6025","13411"
"95050","2897","39452","7343"
"95051","3109","58123","5349"
"95053","48","3678","1305"
"95054","1515","24264","6244"
"95070","966","31308","3085"
"95110","2836","20203","14038"
"95111","8681","62392","13914"
"95112","6362","61060","10419"
"95113","401","1939","20681"
"95116","8195","56481","14509"
"95117","2999","29592","10134"
"95118","2426","32560","7451"
"95119","913","10472","8718"
"95120","1559","37774","4127"
"95121","4172","38102","10950"
"95122","9506","57780","16452"
"95123","6313","67186","9396"
"95124","2743","51170","5361"
"95125","4213","53574","7864"
"95126","3227","35988","8967"
"95127","8964","65686","13647"
"95128","3335","37665","8854"
"95129","1485","39828","3729"
"95130","752","14863","5060"
"95131","1954","31170","6269"
"95132","2659","41844","6355"
"95133","2642","28726","9197"
"95134","1337","27224","4911"
"95135","923","22358","4128"
"95136","4308","47599","9051"
"95138","1348","20766","6491"
"95139","486","7293","6664"
"95140","15","115","13043"
"95148","4253","48854","8706"
