"zipcode","cases","population","rate"
"94022","1436","19378","7410"
"94024","1646","23961","6869"
"94040","3624","35845","10110"
"94041","1480","14394","10282"
"94043","3000","31488","9527"
"94085","3048","23612","12909"
"94086","5085","49630","10246"
"94087","4894","57219","8553"
"94089","2940","22313","13176"
"94301","1463","17191","8510"
"94304","368","3902","9431"
"94305","1309","15730","8322"
"94306","2145","27549","7786"
"95002","434","2146","20224"
"95008","6119","46513","13155"
"95013","0","77","0"
"95014","4025","62430","6447"
"95020","14803","63852","23183"
"95030","1284","13288","9663"
"95032","2787","26281","10605"
"95035","10021","77562","12920"
"95037","9194","51652","17800"
"95046","1384","6025","22971"
"95050","5932","39452","15036"
"95051","7074","58123","12171"
"95053","148","3678","4024"
"95054","3333","24264","13736"
"95070","2290","31308","7314"
"95110","5128","20203","25382"
"95111","15193","62392","24351"
"95112","11747","61060","19238"
"95113","762","1939","39299"
"95116","13523","56481","23943"
"95117","5474","29592","18498"
"95118","5121","32560","15728"
"95119","1887","10472","18019"
"95120","3859","37774","10216"
"95121","7802","38102","20477"
"95122","15081","57780","26101"
"95123","12118","67186","18036"
"95124","5919","51170","11567"
"95125","8453","53574","15778"
"95126","6384","35988","17739"
"95127","15392","65686","23433"
"95128","6353","37665","16867"
"95129","3558","39828","8933"
"95130","1586","14863","10671"
"95131","4085","31170","13106"
"95132","5577","41844","13328"
"95133","4933","28726","17173"
"95134","3286","27224","12070"
"95135","1979","22358","8851"
"95136","8362","47599","17568"
"95138","2741","20766","13199"
"95139","1046","7293","14343"
"95140","29","115","25217"
"95148","8627","48854","17659"
