"zipcode","cases","population","rate"
"94022","374","19378","1930"
"94024","421","23961","1757"
"94040","1238","35845","3454"
"94041","540","14394","3752"
"94043","907","31488","2880"
"94085","1092","23612","4625"
"94086","1705","49630","3435"
"94087","1213","57219","2120"
"94089","936","22313","4195"
"94301","412","17191","2397"
"94304","113","3902","2896"
"94305","137","15730","871"
"94306","546","27549","1982"
"95002","175","2146","8155"
"95008","1810","46513","3891"
"95013","0","77","0"
"95014","781","62430","1251"
"95020","6848","63852","10725"
"95030","343","13288","2581"
"95032","706","26281","2686"
"95035","3216","77562","4146"
"95037","3185","51652","6166"
"95046","582","6025","9660"
"95050","1866","39452","4730"
"95051","1884","58123","3241"
"95053","0","3678","0"
"95054","989","24264","4076"
"95070","552","31308","1763"
"95110","2076","20203","10276"
"95111","6416","62392","10283"
"95112","4406","61060","7216"
"95113","243","1939","12532"
"95116","6337","56481","11220"
"95117","2163","29592","7309"
"95118","1498","32560","4601"
"95119","537","10472","5128"
"95120","801","37774","2121"
"95121","3120","38102","8189"
"95122","7627","57780","13200"
"95123","4196","67186","6245"
"95124","1566","51170","3060"
"95125","2709","53574","5057"
"95126","2162","35988","6008"
"95127","6745","65686","10269"
"95128","2328","37665","6181"
"95129","947","39828","2378"
"95130","464","14863","3122"
"95131","1345","31170","4315"
"95132","1815","41844","4338"
"95133","1952","28726","6795"
"95134","793","27224","2913"
"95135","576","22358","2576"
"95136","2880","47599","6051"
"95138","922","20766","4440"
"95139","309","7293","4237"
"95140","0","115","0"
"95148","3030","48854","6202"
