"zipcode","cases","population","rate"
"94022","391","19378","2018"
"94024","437","23961","1824"
"94040","1264","35845","3526"
"94041","553","14394","3842"
"94043","936","31488","2973"
"94085","1115","23612","4722"
"94086","1751","49630","3528"
"94087","1247","57219","2179"
"94089","961","22313","4307"
"94301","416","17191","2420"
"94304","115","3902","2947"
"94305","139","15730","884"
"94306","553","27549","2007"
"95002","176","2146","8201"
"95008","1853","46513","3984"
"95013","0","77","0"
"95014","802","62430","1285"
"95020","7036","63852","11019"
"95030","356","13288","2679"
"95032","733","26281","2789"
"95035","3315","77562","4274"
"95037","3281","51652","6352"
"95046","590","6025","9793"
"95050","1924","39452","4877"
"95051","1953","58123","3360"
"95053","0","3678","0"
"95054","1020","24264","4204"
"95070","579","31308","1849"
"95110","2120","20203","10493"
"95111","6630","62392","10626"
"95112","4529","61060","7417"
"95113","257","1939","13254"
"95116","6479","56481","11471"
"95117","2209","29592","7465"
"95118","1533","32560","4708"
"95119","549","10472","5243"
"95120","825","37774","2184"
"95121","3214","38102","8435"
"95122","7779","57780","13463"
"95123","4290","67186","6385"
"95124","1609","51170","3144"
"95125","2797","53574","5221"
"95126","2215","35988","6155"
"95127","6906","65686","10514"
"95128","2386","37665","6335"
"95129","957","39828","2403"
"95130","478","14863","3216"
"95131","1385","31170","4443"
"95132","1895","41844","4529"
"95133","2041","28726","7105"
"95134","819","27224","3008"
"95135","592","22358","2648"
"95136","2960","47599","6219"
"95138","942","20766","4536"
"95139","313","7293","4292"
"95140","11","115","9565"
"95148","3141","48854","6429"
