"zipcode","cases","population","rate"
"94022","356","19378","1837"
"94024","396","23961","1653"
"94040","1185","35845","3306"
"94041","503","14394","3495"
"94043","858","31488","2725"
"94085","1024","23612","4337"
"94086","1622","49630","3268"
"94087","1162","57219","2031"
"94089","900","22313","4034"
"94301","399","17191","2321"
"94304","114","3902","2922"
"94305","130","15730","826"
"94306","512","27549","1859"
"95002","168","2146","7829"
"95008","1733","46513","3726"
"95013","0","77","0"
"95014","743","62430","1190"
"95020","6579","63852","10304"
"95030","323","13288","2431"
"95032","669","26281","2546"
"95035","3090","77562","3984"
"95037","3026","51652","5858"
"95046","557","6025","9245"
"95050","1772","39452","4492"
"95051","1792","58123","3083"
"95053","0","3678","0"
"95054","972","24264","4006"
"95070","532","31308","1699"
"95110","2030","20203","10048"
"95111","6226","62392","9979"
"95112","4265","61060","6985"
"95113","236","1939","12171"
"95116","6115","56481","10827"
"95117","2079","29592","7026"
"95118","1456","32560","4472"
"95119","519","10472","4956"
"95120","773","37774","2046"
"95121","3021","38102","7929"
"95122","7321","57780","12670"
"95123","4044","67186","6019"
"95124","1482","51170","2896"
"95125","2589","53574","4833"
"95126","2059","35988","5721"
"95127","6484","65686","9871"
"95128","2246","37665","5963"
"95129","917","39828","2302"
"95130","444","14863","2987"
"95131","1314","31170","4216"
"95132","1737","41844","4151"
"95133","1854","28726","6454"
"95134","749","27224","2751"
"95135","563","22358","2518"
"95136","2793","47599","5868"
"95138","878","20766","4228"
"95139","300","7293","4114"
"95140","0","115","0"
"95148","2904","48854","5944"
