"zipcode","cases","population","rate"
"94022","63","19378","325"
"94024","53","23961","221"
"94040","179","35845","499"
"94041","82","14394","570"
"94043","123","31488","391"
"94085","218","23612","923"
"94086","244","49630","492"
"94087","173","57219","302"
"94089","124","22313","556"
"94301","70","17191","407"
"94304","28","3902","718"
"94305","18","15730","114"
"94306","93","27549","338"
"95002","29","2146","1351"
"95008","288","46513","619"
"95013","0","77","0"
"95014","97","62430","155"
"95020","1083","63852","1696"
"95030","44","13288","331"
"95032","101","26281","384"
"95035","439","77562","566"
"95037","476","51652","922"
"95046","77","6025","1278"
"95050","298","39452","755"
"95051","294","58123","506"
"95053","0","3678","0"
"95054","211","24264","870"
"95070","80","31308","256"
"95110","368","20203","1822"
"95111","1101","62392","1765"
"95112","772","61060","1264"
"95113","45","1939","2321"
"95116","1193","56481","2112"
"95117","388","29592","1311"
"95118","229","32560","703"
"95119","53","10472","506"
"95120","148","37774","392"
"95121","357","38102","937"
"95122","1296","57780","2243"
"95123","588","67186","875"
"95124","212","51170","414"
"95125","396","53574","739"
"95126","388","35988","1078"
"95127","1106","65686","1684"
"95128","323","37665","858"
"95129","110","39828","276"
"95130","67","14863","451"
"95131","184","31170","590"
"95132","224","41844","535"
"95133","280","28726","975"
"95134","136","27224","500"
"95135","60","22358","268"
"95136","496","47599","1042"
"95138","141","20766","679"
"95139","44","7293","603"
"95140",,"115","0"
"95148","474","48854","970"
