"zipcode","cases","population","rate"
"94022","54","19378","279"
"94024","46","23961","192"
"94040","101","35845","282"
"94041","56","14394","389"
"94043","87","31488","276"
"94085","143","23612","606"
"94086","172","49630","347"
"94087","134","57219","234"
"94089","97","22313","435"
"94301","58","17191","337"
"94304","19","3902","487"
"94305","11","15730","70"
"94306","62","27549","225"
"95002","23","2146","1072"
"95008","206","46513","443"
"95013","0","77","0"
"95014","80","62430","128"
"95020","693","63852","1085"
"95030","36","13288","271"
"95032","55","26281","209"
"95035","301","77562","388"
"95037","317","51652","614"
"95046","54","6025","896"
"95050","209","39452","530"
"95051","222","58123","382"
"95053","0","3678","0"
"95054","149","24264","614"
"95070","59","31308","188"
"95110","259","20203","1282"
"95111","759","62392","1217"
"95112","535","61060","876"
"95113","38","1939","1960"
"95116","884","56481","1565"
"95117","283","29592","956"
"95118","161","32560","494"
"95119","40","10472","382"
"95120","121","37774","320"
"95121","236","38102","619"
"95122","824","57780","1426"
"95123","404","67186","601"
"95124","164","51170","321"
"95125","267","53574","498"
"95126","266","35988","739"
"95127","770","65686","1172"
"95128","214","37665","568"
"95129","86","39828","216"
"95130","48","14863","323"
"95131","137","31170","440"
"95132","156","41844","373"
"95133","208","28726","724"
"95134","87","27224","320"
"95135","44","22358","197"
"95136","351","47599","737"
"95138","101","20766","486"
"95139","31","7293","425"
"95140",,"115",
"95148","350","48854","716"
