"zipcode","cases","population","rate"
"94022","381","19378","1966"
"94024","425","23961","1774"
"94040","1246","35845","3476"
"94041","549","14394","3814"
"94043","919","31488","2919"
"94085","1099","23612","4654"
"94086","1725","49630","3476"
"94087","1223","57219","2137"
"94089","951","22313","4262"
"94301","414","17191","2408"
"94304","114","3902","2922"
"94305","139","15730","884"
"94306","551","27549","2000"
"95002","176","2146","8201"
"95008","1828","46513","3930"
"95013","0","77","0"
"95014","786","62430","1259"
"95020","6918","63852","10834"
"95030","347","13288","2611"
"95032","721","26281","2743"
"95035","3258","77562","4201"
"95037","3220","51652","6234"
"95046","585","6025","9710"
"95050","1895","39452","4803"
"95051","1904","58123","3276"
"95053","0","3678","0"
"95054","995","24264","4101"
"95070","562","31308","1795"
"95110","2089","20203","10340"
"95111","6500","62392","10418"
"95112","4441","61060","7273"
"95113","248","1939","12790"
"95116","6400","56481","11331"
"95117","2180","29592","7367"
"95118","1510","32560","4638"
"95119","545","10472","5204"
"95120","808","37774","2139"
"95121","3148","38102","8262"
"95122","7678","57780","13288"
"95123","4230","67186","6296"
"95124","1588","51170","3103"
"95125","2745","53574","5124"
"95126","2182","35988","6063"
"95127","6824","65686","10389"
"95128","2349","37665","6237"
"95129","950","39828","2385"
"95130","467","14863","3142"
"95131","1359","31170","4360"
"95132","1846","41844","4412"
"95133","1984","28726","6907"
"95134","798","27224","2931"
"95135","582","22358","2603"
"95136","2911","47599","6116"
"95138","926","20766","4459"
"95139","310","7293","4251"
"95140","11","115","9565"
"95148","3073","48854","6290"
