"zipcode","cases","population","rate"
"94022","1599","19378","8252"
"94024","1861","23961","7767"
"94040","3872","35845","10802"
"94041","1597","14394","11095"
"94043","3218","31488","10220"
"94085","3162","23612","13391"
"94086","5338","49630","10756"
"94087","5292","57219","9249"
"94089","3052","22313","13678"
"94301","1637","17191","9522"
"94304","422","3902","10815"
"94305","1641","15730","10432"
"94306","2417","27549","8773"
"95002","439","2146","20457"
"95008","6459","46513","13886"
"95013","0","77","0"
"95014","4424","62430","7086"
"95020","15242","63852","23871"
"95030","1379","13288","10378"
"95032","2994","26281","11392"
"95035","10602","77562","13669"
"95037","9546","51652","18481"
"95046","1417","6025","23519"
"95050","6230","39452","15791"
"95051","7466","58123","12845"
"95053","152","3678","4133"
"95054","3545","24264","14610"
"95070","2508","31308","8011"
"95110","5266","20203","26065"
"95111","15643","62392","25072"
"95112","12142","61060","19885"
"95113","787","1939","40588"
"95116","13761","56481","24364"
"95117","5658","29592","19120"
"95118","5353","32560","16440"
"95119","1960","10472","18717"
"95120","4184","37774","11076"
"95121","8115","38102","21298"
"95122","15377","57780","26613"
"95123","12562","67186","18697"
"95124","6298","51170","12308"
"95125","8834","53574","16489"
"95126","6674","35988","18545"
"95127","15759","65686","23991"
"95128","6595","37665","17510"
"95129","3827","39828","9609"
"95130","1668","14863","11222"
"95131","4351","31170","13959"
"95132","5854","41844","13990"
"95133","5133","28726","17869"
"95134","3494","27224","12834"
"95135","2129","22358","9522"
"95136","8697","47599","18271"
"95138","2898","20766","13956"
"95139","1094","7293","15001"
"95140","30","115","26087"
"95148","8993","48854","18408"
