"zipcode","cases","population","rate"
"94022","334","19378","1724"
"94024","362","23961","1511"
"94040","1082","35845","3019"
"94041","459","14394","3189"
"94043","781","31488","2480"
"94085","913","23612","3867"
"94086","1465","49630","2952"
"94087","1027","57219","1795"
"94089","837","22313","3751"
"94301","360","17191","2094"
"94304","112","3902","2870"
"94305","113","15730","718"
"94306","433","27549","1572"
"95002","149","2146","6943"
"95008","1584","46513","3405"
"95013","0","77","0"
"95014","680","62430","1089"
"95020","6001","63852","9398"
"95030","299","13288","2250"
"95032","599","26281","2279"
"95035","2799","77562","3609"
"95037","2781","51652","5384"
"95046","518","6025","8598"
"95050","1578","39452","4000"
"95051","1624","58123","2794"
"95053","0","3678","0"
"95054","865","24264","3565"
"95070","478","31308","1527"
"95110","1857","20203","9192"
"95111","5753","62392","9221"
"95112","3912","61060","6407"
"95113","202","1939","10418"
"95116","5610","56481","9933"
"95117","1895","29592","6404"
"95118","1338","32560","4109"
"95119","463","10472","4421"
"95120","691","37774","1829"
"95121","2773","38102","7278"
"95122","6725","57780","11639"
"95123","3684","67186","5483"
"95124","1359","51170","2656"
"95125","2313","53574","4317"
"95126","1901","35988","5282"
"95127","5939","65686","9042"
"95128","2052","37665","5448"
"95129","833","39828","2091"
"95130","411","14863","2765"
"95131","1196","31170","3837"
"95132","1613","41844","3855"
"95133","1644","28726","5723"
"95134","682","27224","2505"
"95135","525","22358","2348"
"95136","2572","47599","5403"
"95138","802","20766","3862"
"95139","280","7293","3839"
"95140","0","115","0"
"95148","2621","48854","5365"
