"zipcode","cases","population","rate"
"94022","1462","19378","7545"
"94024","1683","23961","7024"
"94040","3678","35845","10261"
"94041","1505","14394","10456"
"94043","3038","31488","9648"
"94085","3067","23612","12989"
"94086","5141","49630","10359"
"94087","4980","57219","8703"
"94089","2958","22313","13257"
"94301","1487","17191","8650"
"94304","375","3902","9610"
"94305","1360","15730","8646"
"94306","2168","27549","7870"
"95002","436","2146","20317"
"95008","6185","46513","13297"
"95013","0","77","0"
"95014","4102","62430","6571"
"95020","14936","63852","23392"
"95030","1303","13288","9806"
"95032","2838","26281","10799"
"95035","10149","77562","13085"
"95037","9282","51652","17970"
"95046","1393","6025","23120"
"95050","5990","39452","15183"
"95051","7127","58123","12262"
"95053","148","3678","4024"
"95054","3374","24264","13905"
"95070","2323","31308","7420"
"95110","5155","20203","25516"
"95111","15300","62392","24522"
"95112","11835","61060","19383"
"95113","769","1939","39660"
"95116","13576","56481","24036"
"95117","5508","29592","18613"
"95118","5166","32560","15866"
"95119","1898","10472","18125"
"95120","3916","37774","10367"
"95121","7866","38102","20645"
"95122","15177","57780","26267"
"95123","12201","67186","18160"
"95124","5976","51170","11679"
"95125","8528","53574","15918"
"95126","6445","35988","17909"
"95127","15459","65686","23535"
"95128","6383","37665","16947"
"95129","3626","39828","9104"
"95130","1613","14863","10852"
"95131","4130","31170","13250"
"95132","5634","41844","13464"
"95133","4981","28726","17340"
"95134","3324","27224","12210"
"95135","2010","22358","8990"
"95136","8432","47599","17715"
"95138","2768","20766","13329"
"95139","1057","7293","14493"
"95140","29","115","25217"
"95148","8727","48854","17863"
