"zipcode","cases","population","rate"
"94022","345","19378","1780"
"94024","372","23961","1553"
"94040","1127","35845","3144"
"94041","485","14394","3369"
"94043","815","31488","2588"
"94085","977","23612","4138"
"94086","1553","49630","3129"
"94087","1101","57219","1924"
"94089","874","22313","3917"
"94301","386","17191","2245"
"94304","114","3902","2922"
"94305","122","15730","776"
"94306","483","27549","1753"
"95002","157","2146","7316"
"95008","1669","46513","3588"
"95013","0","77","0"
"95014","706","62430","1131"
"95020","6331","63852","9915"
"95030","312","13288","2348"
"95032","630","26281","2397"
"95035","2950","77562","3803"
"95037","2874","51652","5564"
"95046","536","6025","8896"
"95050","1671","39452","4236"
"95051","1710","58123","2942"
"95053","0","3678","0"
"95054","928","24264","3825"
"95070","506","31308","1616"
"95110","1952","20203","9662"
"95111","6009","62392","9631"
"95112","4077","61060","6677"
"95113","221","1939","11398"
"95116","5905","56481","10455"
"95117","2001","29592","6762"
"95118","1396","32560","4287"
"95119","495","10472","4727"
"95120","730","37774","1933"
"95121","2915","38102","7651"
"95122","7052","57780","12205"
"95123","3884","67186","5781"
"95124","1420","51170","2775"
"95125","2454","53574","4581"
"95126","1973","35988","5482"
"95127","6262","65686","9533"
"95128","2161","37665","5737"
"95129","893","39828","2242"
"95130","435","14863","2927"
"95131","1256","31170","4030"
"95132","1687","41844","4032"
"95133","1762","28726","6134"
"95134","720","27224","2645"
"95135","550","22358","2460"
"95136","2697","47599","5666"
"95138","841","20766","4050"
"95139","288","7293","3949"
"95140","0","115","0"
"95148","2769","48854","5668"
