"zipcode","cases","population","rate"
"94022","103","19378","532"
"94024","91","23961","380"
"94040","321","35845","896"
"94041","145","14394","1007"
"94043","223","31488","708"
"94085","302","23612","1279"
"94086","398","49630","802"
"94087","249","57219","435"
"94089","195","22313","874"
"94301","123","17191","715"
"94304","30","3902","769"
"94305","27","15730","172"
"94306","133","27549","483"
"95002","38","2146","1771"
"95008","468","46513","1006"
"95013","0","77","0"
"95014","157","62430","251"
"95020","1785","63852","2796"
"95030","67","13288","504"
"95032","167","26281","635"
"95035","704","77562","908"
"95037","732","51652","1417"
"95046","139","6025","2307"
"95050","510","39452","1293"
"95051","445","58123","766"
"95053","0","3678","0"
"95054","281","24264","1158"
"95070","150","31308","479"
"95110","609","20203","3014"
"95111","1739","62392","2787"
"95112","1140","61060","1867"
"95113","62","1939","3198"
"95116","1715","56481","3036"
"95117","602","29592","2034"
"95118","377","32560","1158"
"95119","78","10472","745"
"95120","226","37774","598"
"95121","578","38102","1517"
"95122","1988","57780","3441"
"95123","940","67186","1399"
"95124","356","51170","696"
"95125","655","53574","1223"
"95126","616","35988","1712"
"95127","1735","65686","2641"
"95128","471","37665","1250"
"95129","177","39828","444"
"95130","102","14863","686"
"95131","289","31170","927"
"95132","387","41844","925"
"95133","451","28726","1570"
"95134","193","27224","709"
"95135","99","22358","443"
"95136","751","47599","1578"
"95138","218","20766","1050"
"95139","64","7293","878"
"95140","0","115","0"
"95148","654","48854","1339"
