"zipcode","cases","population","rate"
"94022","110","19378","568"
"94024","94","23961","392"
"94040","325","35845","907"
"94041","150","14394","1042"
"94043","227","31488","721"
"94085","313","23612","1326"
"94086","417","49630","840"
"94087","258","57219","451"
"94089","205","22313","919"
"94301","128","17191","745"
"94304","30","3902","769"
"94305","36","15730","229"
"94306","140","27549","508"
"95002","41","2146","1911"
"95008","481","46513","1034"
"95013","0","77","0"
"95014","174","62430","279"
"95020","1853","63852","2902"
"95030","71","13288","534"
"95032","170","26281","647"
"95035","729","77562","940"
"95037","776","51652","1502"
"95046","140","6025","2324"
"95050","523","39452","1326"
"95051","471","58123","810"
"95053","0","3678","0"
"95054","288","24264","1187"
"95070","156","31308","498"
"95110","655","20203","3242"
"95111","1831","62392","2935"
"95112","1181","61060","1934"
"95113","65","1939","3352"
"95116","1789","56481","3167"
"95117","615","29592","2078"
"95118","389","32560","1195"
"95119","87","10472","831"
"95120","232","37774","614"
"95121","621","38102","1630"
"95122","2075","57780","3591"
"95123","988","67186","1471"
"95124","363","51170","709"
"95125","693","53574","1294"
"95126","649","35988","1803"
"95127","1803","65686","2745"
"95128","501","37665","1330"
"95129","189","39828","475"
"95130","107","14863","720"
"95131","300","31170","962"
"95132","407","41844","973"
"95133","473","28726","1647"
"95134","214","27224","786"
"95135","104","22358","465"
"95136","789","47599","1658"
"95138","227","20766","1093"
"95139","68","7293","932"
"95140","0","115","0"
"95148","688","48854","1408"
