"zipcode","cases","population","rate"
"94022","40","19378","206"
"94024","41","23961","171"
"94040","71","35845","198"
"94041","47","14394","327"
"94043","62","31488","197"
"94085","108","23612","457"
"94086","133","49630","268"
"94087","114","57219","199"
"94089","63","22313","282"
"94301","51","17191","297"
"94304","18","3902","461"
"94305","11","15730","70"
"94306","46","27549","167"
"95002","19","2146","885"
"95008","173","46513","372"
"95013","0","77","0"
"95014","64","62430","103"
"95020","453","63852","709"
"95030","32","13288","241"
"95032","52","26281","198"
"95035","202","77562","260"
"95037","213","51652","412"
"95046","43","6025","714"
"95050","160","39452","406"
"95051","174","58123","299"
"95053","0","3678","0"
"95054","117","24264","482"
"95070","50","31308","160"
"95110","154","20203","762"
"95111","517","62392","829"
"95112","373","61060","611"
"95113","27","1939","1392"
"95116","620","56481","1098"
"95117","206","29592","696"
"95118","107","32560","329"
"95119","32","10472","306"
"95120","93","37774","246"
"95121","158","38102","415"
"95122","589","57780","1019"
"95123","295","67186","439"
"95124","117","51170","229"
"95125","204","53574","381"
"95126","185","35988","514"
"95127","570","65686","868"
"95128","158","37665","419"
"95129","70","39828","176"
"95130","38","14863","256"
"95131","99","31170","318"
"95132","125","41844","299"
"95133","154","28726","536"
"95134","70","27224","257"
"95135","34","22358","152"
"95136","253","47599","532"
"95138","78","20766","376"
"95139","24","7293","329"
"95140",,"115",
"95148","242","48854","495"
