"age_group","count","percent","rates"
"19 or Under","21897","18.44766","4464.99393"
"20-29","23118","19.47632","9352.73628"
"30-39","20853","17.56811","7644.79019"
"40-49","18507","15.59167","6483.87877"
"50-59","15869","13.36922","5853.10618"
"60-69","9804","8.25962","4544.33789"
"70-79","4612","3.88549","3451.83744"
"80-89","2669","2.24856","4189.49252"
"90+","1312","1.10533","7992.20273"
"Unknown","57","0.04802",
