"age_group","count","percent","rates"
"19 or under","1056","13.1","215.3"
"20-29","1514","18.8","612.5"
"30-39","1494","18.6","547.7"
"40-49","1378","17.1","482.8"
"50-59","1071","13.3","395"
"60-69","726","9","336.5"
"70-79","398","4.9","297.9"
"80-89","257","3.2","403.4"
"90+","145","1.8","883.3"
"Unknown","7","0.1",
