"age_group","count","percent","rates"
"19 or Under","18185","18.00549","3708.08397"
"20-29","19633","19.43919","7942.82686"
"30-39","17712","17.53715","6493.28748"
"40-49","15881","15.72423","5563.86657"
"50-59","13549","13.41525","4997.39969"
"60-69","8372","8.28936","3880.57903"
"70-79","4025","3.98527","3012.49906"
"80-89","2401","2.3773","3768.81661"
"90+","1188","1.17627","7236.84211"
"Unknown","51","0.0505",
