"age_group","count","percent","rates"
"19 or Under","4194","17.46481","855.19407"
"20-29","4844","20.17157","1959.71341"
"30-39","4396","18.30599","1611.59055"
"40-49","3935","16.38627","1378.6169"
"50-59","3041","12.66345","1121.63942"
"60-69","1852","7.71217","858.43674"
"70-79","923","3.84359","690.81656"
"80-89","532","2.21537","835.07307"
"90+","278","1.15766","1693.46979"
"Unknown","19","0.07912",
