"age_group","count","percent","rates"
"19 or Under","22050","18.5319","4496.192"
"20-29","23179","19.48077","9377.41475"
"30-39","20915","17.57799","7667.51963"
"40-49","18546","15.58697","6497.54231"
"50-59","15863","13.33204","5850.89314"
"60-69","9791","8.22884","4538.31214"
"70-79","4610","3.87447","3450.34054"
"80-89","2664","2.23896","4181.64409"
"90+","1311","1.10183","7986.11111"
"Unknown","55","0.04622",
