"age_group","count","percent","rates"
"19 or Under","20417","18.23728","4163.20871"
"20-29","21590","19.28505","8734.56078"
"30-39","19587","17.49589","7180.66971"
"40-49","17563","15.68797","6153.15085"
"50-59","15062","13.45398","5555.4531"
"60-69","9329","8.33304","4324.16648"
"70-79","4439","3.96509","3322.35611"
"80-89","2613","2.33404","4101.59009"
"90+","1299","1.16032","7913.0117"
"Unknown","53","0.04734",
