"age_group","count","percent","rates"
"19 or under","1670","14.6","340.5"
"20-29","2250","19.6","910.3"
"30-39","2152","18.8","788.9"
"40-49","1983","17.3","694.7"
"50-59","1514","13.2","558.4"
"60-69","951","8.3","440.8"
"70-79","494","4.3","369.7"
"80-89","284","2.5","445.8"
"90+","157","1.4","956.4"
"Unknown","20","0.2",
