"age_group","count","percent","rates"
"19 or Under","27993","19.46594","5708.0228"
"20-29","28323","19.69542","11458.49769"
"30-39","25691","17.86516","9418.41964"
"40-49","21928","15.24843","7682.41712"
"50-59","18579","12.91958","6852.65988"
"60-69","11488","7.9886","5324.90347"
"70-79","5299","3.68485","3966.02051"
"80-89","3046","2.11815","4781.26423"
"90+","1395","0.97006","8497.80702"
"Unknown","63","0.04381",
