"age_group","count","percent","rates"
"19 or under","86879","23.86451","18393.74673"
"20-29","68155","18.72128","24822.54005"
"30-39","64291","17.65989","21607.07924"
"40-49","53732","14.75947","19634.65481"
"50-59","43800","12.03128","17434.15422"
"60-69","27063","7.43385","14612.14088"
"70-79","11651","3.20038","10953.58523"
"80-84","3479","0.95564","11007.75194"
"85+","4771","1.31053","13648.97726"
"Unknown","230","0.06318",
