"age_group","count","percent","rates"
"19 or Under","13509","17.46116","2754.60579"
"20-29","15100","19.51762","6108.9332"
"30-39","13703","17.71191","5023.57263"
"40-49","12185","15.74981","4268.9827"
"50-59","10421","13.46974","3843.67128"
"60-69","6413","8.28917","2972.54578"
"70-79","3123","4.03666","2337.3999"
"80-89","1911","2.47008","2999.67037"
"90+","962","1.24344","5860.13645"
"Unknown","39","0.05041",
