"age_group","count","percent","rates"
"19 or Under","20766","18.27333","4234.37293"
"20-29","21925","19.29321","8870.0901"
"30-39","19867","17.48225","7283.31879"
"40-49","17817","15.67832","6242.13908"
"50-59","15297","13.46081","5642.13027"
"60-69","9491","8.35174","4399.25652"
"70-79","4491","3.95192","3361.27535"
"80-89","2630","2.31431","4128.27476"
"90+","1303","1.14659","7937.37817"
"Unknown","54","0.04752",
