"age_group","count","percent","rates"
"19 or under","3674","17.2","749.2"
"20-29","4344","20.3","1757.4"
"30-39","3930","18.4","1440.8"
"40-49","3497","16.4","1225.2"
"50-59","2750","12.9","1014.3"
"60-69","1635","7.6","757.9"
"70-79","830","3.9","621.2"
"80-89","456","2.1","715.8"
"90+","246","1.2","1498.5"
"Unknown","17","0.1",
