"age_group","count","percent","rates"
"19 or Under","13737","17.5","2801.1"
"20-29","15356","19.5","6212.5"
"30-39","13913","17.7","5100.6"
"40-49","12400","15.8","4344.3"
"50-59","10605","13.5","3911.5"
"60-69","6519","8.3","3021.7"
"70-79","3180","4","2380.1"
"80-89","1948","2.5","3057.7"
"90+","983","1.2","5988.1"
"Unknown","42","0.1",
