"age_group","count","percent","rates"
"19 or under","1392","14","283.8"
"20-29","1931","19.5","781.2"
"30-39","1842","18.6","675.3"
"40-49","1697","17.1","594.5"
"50-59","1331","13.4","490.9"
"60-69","840","8.5","389.4"
"70-79","444","4.5","332.3"
"80-89","271","2.7","425.4"
"90+","154","1.6","938.1"
"Unknown","11","0.1",
