"age_group","count","percent","rates"
"19 or Under","5171","17.45132","1054.4131"
"20-29","6007","20.27269","2430.22263"
"30-39","5461","18.43002","2002.02365"
"40-49","4804","16.21275","1683.06876"
"50-59","3792","12.79741","1398.63751"
"60-69","2271","7.66427","1052.6511"
"70-79","1122","3.78657","839.7575"
"80-89","654","2.20715","1026.57479"
"90+","328","1.10695","1998.05068"
"Unknown","21","0.07087",
