"age_group","count","percent","rates"
"19 or Under","21791","18.42495","4443.37959"
"20-29","23034","19.47594","9318.75281"
"30-39","20766","17.55828","7612.89566"
"40-49","18452","15.60172","6464.60966"
"50-59","15828","13.38305","5837.98378"
"60-69","9768","8.25914","4527.65121"
"70-79","4600","3.88944","3442.85607"
"80-89","2663","2.25165","4180.0744"
"90+","1310","1.10764","7980.01949"
"Unknown","57","0.0482",
