"age_group","count","percent","rates"
"19 or under","2841","16.4","579.3"
"20-29","3496","20.2","1414.4"
"30-39","3249","18.7","1191.1"
"40-49","2918","16.8","1022.3"
"50-59","2197","12.7","810.3"
"60-69","1369","7.9","634.6"
"70-79","693","4","518.7"
"80-89","367","2.1","576.1"
"90+","201","1.2","1224.4"
"Unknown","18","0.1",
