"age_group","count","percent","rates"
"19 or under","2715","16.3","553.6"
"20-29","3329","20","1346.8"
"30-39","3103","18.7","1137.6"
"40-49","2789","16.8","977.1"
"50-59","2120","12.8","781.9"
"60-69","1312","7.9","608.1"
"70-79","664","4","497"
"80-89","360","2.2","565.1"
"90+","198","1.2","1206.1"
"Unknown","17","0.1",
