"age_group","count","percent","rates"
"19 or Under","20078","18.18297","4094.08358"
"20-29","21294","19.2842","8614.80951"
"30-39","19318","17.4947","7082.05327"
"40-49","17330","15.69434","6071.51991"
"50-59","14852","13.45022","5477.99691"
"60-69","9219","8.34888","4273.17941"
"70-79","4394","3.97928","3288.676"
"80-89","2597","2.35189","4076.47511"
"90+","1287","1.16553","7839.91228"
"Unknown","53","0.048",
