"age_group","count","percent","rates"
"19 or Under","4713","17.37576","961.02281"
"20-29","5482","20.21088","2217.82595"
"30-39","5008","18.46335","1835.95211"
"40-49","4439","16.36558","1555.19197"
"50-59","3434","12.66037","1266.59314"
"60-69","2089","7.70167","968.29068"
"70-79","1027","3.78631","768.65504"
"80-89","596","2.19732","935.53299"
"90+","312","1.15027","1900.5848"
"Unknown","24","0.08848",
