"age_group","count","percent","rates"
"19 or under","89016","23.69583","18846.1856"
"20-29","70359","18.72939","25625.25267"
"30-39","66540","17.71278","22362.92876"
"40-49","55503","14.77476","20281.81057"
"50-59","45346","12.07099","18049.52414"
"60-69","28014","7.45726","15125.61485"
"70-79","12086","3.21726","11362.54665"
"80-84","3601","0.95858","11393.76681"
"85+","4962","1.32087","14195.39408"
"Unknown","234","0.06229",
